pH,MO,fosforo,azufre,calcio,magnesio,potasio,CIC,CE,anios_est,IPS
8.289,1.87,45.68,23.01,44.71,2.812,0.364,48.66,1.192,0.5,67
5.43,9.609,6.28,2.495,2.563,0.764,0.239,5.104,0.225,0.5,60
4.9,1.3,1.935,1.701,1.782,0.607,0.045,3.795,0.135,15.0,37
4.83,1.31,1.935,1.63,0.56,0.1,0.045,3.25,0.06,0.5,37
6.96,2.654,55.5,6.86,10.54,1.894,0.212,12.98,0.532,3.0,76
3.92,7.658,10.87,20.66,0.662,0.309,0.186,4.754,1.61,15.0,41
5.25,7.309,18.78,10.5,5.278,2.353,0.701,8.889,0.526,0.5,76
5.69,1.121,22.2,3.78,2.548,0.686,0.205,3.54,0.128,3.0,59
8.279,2.088,21.46,50.23,16.28,11.3,0.281,28.2,0.696,3.0,65
6.12,7.03,645.53,24.2,14.56,3.73,3.18,21.68,0.99,3.0,95
5.16,1.84,33.07,6.44,4.46,0.99,0.15,9.8,0.13,0.5,58
4.86,1.02,0.645,3.42,0.37,0.11,0.045,3.3,0.04,0.5,37
6.48,4.468,10.99,8.915,10.85,4.297,0.32,15.57,0.263,7.5,86
5.38,3.416,0.935,2.085,4.867,2.22,0.045,7.532,0.195,0.5,63
5.3,1.658,65.95,12.52,3.818,3.022,0.288,7.362,0.515,3.0,65
7.22,3.6,72.91,51.04,3.169,0.596,0.045,3.93,2.34,0.5,49
7.03,1.649,60.29,8.349,3.952,0.771,0.495,5.355,0.125,0.5,63
5.86,4.544,5.244,10.21,6.851,2.528,0.24,9.691,0.356,0.5,71
5.019,18.18,60.73,23.28,3.64,0.977,0.604,8.256,0.972,15.0,74
6.68,1.364,1.935,15.89,17.98,5.258,0.356,25.01,0.516,3.0,77
4.75,3.96,1.935,7.71,1.31,0.65,0.25,3.49,0.22,0.5,44
5.52,3.75,15.16,5.291,1.547,0.462,0.045,2.091,0.105,0.5,54
4.57,2.81,2.11,3.13,1.24,0.4,0.2,3.69,0.3,15.0,40
5.3,2.33,1.935,4.69,3.46,0.52,0.2,6.37,0.11,0.5,52
5.91,7.93,19.32,4.73,11.95,3.88,0.87,16.77,0.28,3.0,92
4.74,9.588,23.2,9.451,1.778,0.668,0.806,7.865,0.217,3.0,63
5.7,2.342,7.396,7.751,6.449,2.214,0.143,8.946,0.138,3.0,64
4.79,3.97,9.16,11.54,2.31,0.99,0.65,6.81,0.27,3.0,56
4.51,2.76,8.403,4.99,0.58,0.22,0.045,3.29,0.31,0.5,35
5.0,0.568,1.791,3.755,0.761,0.524,0.105,3.104,0.042,0.5,42
6.45,1.86,8.403,7.92,7.78,2.0,0.28,10.26,0.25,0.5,66
8.06,0.561,248.5,32.28,9.734,3.403,0.454,13.91,0.739,15.0,67
4.599,1.599,29.13,13.19,2.471,1.254,0.201,4.343,1.31,0.5,48
4.71,2.485,14.99,3.775,11.03,2.225,0.186,26.74,0.284,3.0,69
5.59,5.776,134.0,6.354,0.393,0.133,0.045,0.611,0.078,0.5,63
4.44,1.5,0.645,4.57,0.56,0.39,0.21,11.71,0.19,0.5,43
6.37,14.08,638.7,26.61,17.44,1.603,2.611,22.02,2.537,0.5,89
4.98,1.009,104.4,135.1,2.152,1.295,0.467,4.304,2.194,0.5,50
7.02,1.762,19.08,4.452,21.41,3.279,0.176,25.12,0.421,0.5,74
5.04,1.282,6.762,2.103,1.147,0.255,0.045,2.319,0.09,0.5,42
7.82,8.892,1.563,7.755,84.22,1.01,0.335,85.77,1.142,0.5,69
5.35,1.87,37.01,148.55,6.98,1.19,0.17,8.57,3.49,0.5,57
7.52,3.393,222.2,9.615,20.82,8.154,1.41,30.54,0.868,0.5,81
6.56,10.2,126.69,4.43,18.13,1.19,0.35,19.75,0.19,0.5,95
7.45,3.597,241.4,14.75,15.45,6.899,0.933,23.65,0.597,3.0,86
4.44,0.53,2.48,3.23,0.45,0.23,0.045,4.29,0.17,0.5,32
5.5,0.9,2.78,2.48,11.35,5.36,0.22,17.04,0.07,15.0,76
5.03,2.025,4.525,3.175,5.998,1.666,0.226,12.38,0.117,0.5,63
7.26,7.93,165.07,85.25,17.16,1.12,0.29,18.76,0.66,0.5,82
4.91,2.532,9.933,2.928,2.469,0.652,0.169,4.989,0.317,3.0,43
4.84,2.443,1.935,3.342,1.796,0.793,0.121,4.099,0.212,0.5,37
4.97,4.67,1.44,8.97,0.52,0.49,0.13,2.84,0.11,15.0,41
4.88,12.16,184.5,8.359,1.46,0.627,0.672,6.066,0.412,3.0,68
4.98,5.65,9.42,6.76,3.83,1.14,0.56,8.81,0.23,0.5,64
5.83,10.31,1.935,1.951,2.657,0.556,0.276,3.591,0.194,0.5,64
5.29,6.125,1.935,7.958,4.584,0.527,0.597,8.037,0.129,0.5,68
5.21,3.12,4.44,11.58,0.3,0.12,0.045,1.16,0.18,0.5,46
4.92,1.876,1.26,2.221,2.321,2.076,0.342,4.976,0.578,0.5,51
8.4,2.477,34.03,42.73,10.82,5.181,0.502,17.08,0.765,0.5,70
6.62,1.0,32.38,3.605,3.666,0.63,0.17,4.567,0.159,0.5,59
7.0,2.0,8.14,4.56,26.49,9.46,0.36,36.44,0.21,3.0,79
5.96,21.64,11.9,8.133,11.71,2.219,0.664,14.69,0.293,0.5,92
6.5,2.6,7.12,6.11,17.28,16.11,0.13,33.67,0.21,3.0,73
5.23,6.86,10.78,17.08,1.5,0.48,0.1,3.76,0.21,0.5,53
5.56,1.69,4.58,4.53,0.56,0.1,0.045,0.77,0.12,0.5,47
4.96,2.07,27.1,1.79,2.22,0.37,0.14,8.66,0.06,0.5,50
5.21,2.647,8.67,2.692,2.093,0.548,0.236,3.902,0.184,0.5,48
4.97,4.83,31.0,59.02,2.99,1.11,0.62,7.52,0.35,0.5,66
5.58,1.51,1.935,3.61,3.63,1.13,0.16,5.03,0.16,3.0,61
6.13,1.47,58.58,3.45,4.55,0.64,0.14,5.39,0.14,0.5,65
4.79,3.026,5.045,3.51,0.761,0.74,0.045,2.891,0.151,3.0,41
4.55,4.58,5.2,6.025,1.382,0.959,0.188,9.133,0.173,0.5,48
4.72,2.76,5.06,4.74,1.45,0.38,0.13,5.83,0.15,0.5,41
4.75,8.28,18.48,20.36,1.36,0.15,0.045,3.14,0.66,0.5,46
5.97,1.384,6.051,3.371,4.455,8.141,0.121,12.77,0.197,0.5,68
4.22,2.199,5.666,3.196,1.012,0.204,0.12,4.07,0.198,0.5,32
4.03,13.09,6.802,290.7,12.06,2.006,0.289,18.66,2.159,15.0,64
5.33,18.64,8.403,18.86,4.12,1.2,0.91,7.91,0.41,0.5,73
6.03,1.69,50.19,6.18,2.12,0.77,0.21,3.18,0.21,0.5,61
4.62,3.17,47.45,5.26,0.34,0.19,0.21,3.58,0.17,0.5,52
6.32,4.65,6.77,3.33,20.84,1.62,0.4,22.99,0.27,0.5,80
4.75,1.03,1.935,3.469,2.02,1.435,0.045,4.856,0.089,0.5,44
5.0,1.021,4.427,5.68,0.558,0.213,0.045,1.933,0.107,0.5,42
8.49,1.577,55.05,39.05,20.09,3.141,0.717,25.33,1.425,0.5,69
5.35,3.9,3.67,6.202,4.34,1.84,0.11,6.82,0.24,15.0,60
5.91,10.64,87.06,31.41,20.58,4.76,4.91,30.37,1.44,0.5,95
5.03,1.26,7.83,146.7,10.33,5.13,0.29,21.75,8.69,0.5,63
4.31,4.02,2.13,12.45,0.29,0.15,0.045,4.25,0.19,0.5,36
5.61,3.76,190.7,14.42,6.033,1.04,1.106,8.294,0.462,0.5,81
5.33,7.59,5.61,10.57,1.15,0.38,0.3,2.48,0.27,3.0,53
5.58,2.16,0.645,14.28,4.62,3.74,0.16,8.64,0.1,0.5,67
5.86,7.548,12.04,1.605,6.307,0.956,0.417,7.781,0.37,0.5,74
4.769,7.536,58.88,26.36,3.197,1.287,0.695,7.625,1.234,15.0,67
4.86,2.908,22.21,86.33,7.33,2.869,0.39,11.63,1.316,3.0,65
4.38,2.625,2.29,4.914,0.346,0.064,0.045,2.987,0.113,0.5,32
5.56,1.98,4.65,4.17,1.86,0.24,0.12,2.26,0.16,0.5,47
4.88,2.954,44.66,2.003,0.99,0.375,0.114,4.093,0.54,0.5,43
4.72,3.24,4.189,10.74,0.418,0.102,0.045,1.796,0.158,3.0,41
4.68,0.9,0.645,6.59,0.43,0.3,0.045,2.6,0.1,15.0,37
4.33,1.214,9.701,6.221,0.874,0.411,0.218,2.321,0.628,0.5,33
8.57,1.69,1.935,20.74,42.6,0.569,0.11,43.65,0.792,15.0,49
5.06,2.28,4.68,1.76,3.58,1.74,0.22,6.46,0.21,0.5,56
4.99,1.19,9.4,5.02,1.78,0.64,0.26,4.72,0.18,0.5,40
4.62,3.21,4.16,12.75,0.48,0.24,0.21,4.11,0.23,0.5,44
5.15,1.584,26.58,1.707,3.506,0.591,0.045,4.762,0.235,0.5,51
5.78,4.059,31.4,3.414,4.069,0.77,0.151,5.097,0.217,15.0,70
5.34,2.527,34.47,4.062,0.766,0.1,0.045,1.934,0.107,7.5,48
4.86,8.32,6.93,7.64,3.55,1.32,0.41,9.1,0.37,3.0,62
5.48,0.98,60.17,5.6,2.22,0.48,0.27,3.23,0.29,0.5,56
9.07,1.093,7.837,104.1,25.37,6.905,0.506,40.8,3.874,0.5,58
4.76,3.64,8.403,14.67,0.73,0.19,0.1,4.47,0.1,0.5,39
6.11,0.697,120.9,1.926,12.72,3.935,0.505,17.22,0.242,3.0,89
4.68,1.34,1.935,6.12,1.46,0.2,0.045,4.03,0.13,0.5,37
7.26,1.073,39.96,5.855,8.549,4.414,0.279,13.38,0.299,15.0,74
4.94,1.301,7.759,18.63,3.86,1.376,0.65,7.859,0.194,7.5,56
5.49,2.9,1.5,4.71,4.75,0.9,0.13,6.19,0.26,3.0,52
5.27,3.65,4.46,8.85,1.27,0.37,0.1,3.02,0.12,0.5,46
5.22,4.011,13.13,1.259,5.406,0.295,0.176,7.957,0.147,3.0,62
4.55,2.81,8.01,8.95,2.3,0.47,0.24,8.02,0.2,7.5,47
5.98,10.72,11.32,7.502,9.509,2.713,1.113,13.39,0.605,0.5,90
5.8,2.382,83.18,5.336,6.2,1.496,0.181,8.033,0.22,0.5,72
6.07,3.349,6.58,5.0,24.21,0.37,0.16,24.88,0.2,0.5,73
5.97,10.69,5.929,6.871,4.942,1.48,0.844,7.327,0.282,0.5,80
5.41,9.152,7.94,16.32,3.12,0.822,0.134,4.821,0.267,7.5,53
5.52,3.44,4.416,2.574,8.562,0.709,0.126,9.796,0.173,0.5,63
8.32,1.172,15.15,6.665,30.89,2.15,0.628,33.72,0.671,0.5,67
5.24,6.201,8.448,19.36,3.332,0.729,0.71,5.299,0.593,3.0,63
5.13,1.044,1.935,3.573,3.057,0.412,0.273,4.554,0.114,7.5,48
7.13,9.15,176.24,38.76,14.46,1.63,0.49,16.79,0.62,0.5,85
4.53,4.568,2.825,4.236,1.141,0.341,0.144,7.386,0.234,3.0,45
5.44,2.02,1.36,3.84,14.78,3.62,0.25,22.56,0.13,7.5,71
4.65,3.747,1.529,3.935,0.236,0.22,0.168,6.549,0.133,0.5,48
5.48,5.45,18.04,3.93,7.69,1.82,0.72,10.74,2.09,0.5,71
5.91,0.86,0.645,3.24,3.51,1.78,0.19,5.65,0.13,0.5,61
7.11,0.802,19.46,4.302,3.845,1.197,0.045,5.441,0.217,0.5,56
7.23,2.892,177.5,16.07,17.84,9.385,0.915,28.51,0.441,0.5,84
6.99,5.331,34.42,7.002,25.16,2.569,1.17,29.08,0.234,0.5,95
4.45,4.241,6.238,4.117,2.614,0.544,0.147,9.191,0.19,3.0,43
5.22,13.85,6.25,5.33,0.467,0.21,0.045,1.193,0.182,0.5,53
5.33,3.72,2.61,15.68,1.15,0.94,0.12,2.76,0.09,0.5,46
5.96,5.6,113.97,17.82,4.86,0.74,0.74,6.45,0.74,0.5,79
5.64,2.576,5.333,6.034,11.02,4.352,0.49,16.02,0.308,3.0,79
4.88,1.47,1.935,13.12,0.56,0.25,0.045,2.25,0.09,7.5,37
7.62,3.516,50.13,6.787,37.29,0.797,0.242,38.4,0.665,15.0,69
5.82,3.247,3.262,1.988,4.155,1.655,0.045,5.968,0.116,15.0,65
4.639,4.044,2.472,3.289,0.406,0.237,0.045,3.465,0.108,0.5,41
4.75,1.06,1.935,2.02,0.56,0.2,0.045,2.52,0.12,0.5,37
5.34,18.15,30.07,10.77,7.889,1.934,0.248,10.76,0.938,0.5,78
4.58,6.612,1.585,5.805,2.446,0.657,0.156,4.501,0.295,7.5,51
5.02,13.38,4.92,19.65,0.295,0.28,0.045,1.44,0.21,7.5,53
7.16,3.88,9.98,2.82,7.36,1.51,0.12,9.01,0.21,7.5,60
4.33,11.98,24.99,106.3,4.185,0.973,0.78,10.4,3.048,0.5,63
4.6,2.88,30.36,5.96,2.87,0.84,0.14,7.53,0.44,7.5,50
5.57,13.5,29.92,3.92,6.017,1.251,0.998,8.399,0.508,0.5,84
5.25,1.14,24.45,1.875,2.851,0.339,0.092,4.359,0.088,0.5,51
5.44,0.57,1.935,23.25,0.295,0.1,0.045,1.51,0.04,0.5,42
7.11,1.126,8.753,4.179,6.121,2.41,0.417,9.625,0.155,0.5,65
7.94,1.046,81.25,6.202,7.677,2.253,2.769,13.62,1.292,0.5,69
5.65,4.852,87.22,38.95,9.575,2.808,0.783,13.88,0.74,0.5,88
5.45,3.405,5.098,4.507,3.407,2.035,0.307,5.869,0.136,0.5,66
5.23,4.93,11.76,15.37,6.16,1.97,0.36,9.19,0.22,7.5,69
5.9,5.254,108.2,8.389,13.95,1.181,1.009,16.49,0.517,3.0,92
4.92,1.413,1.935,12.02,3.936,1.313,0.222,15.55,0.133,0.5,58
8.19,1.081,22.46,12.39,26.97,2.19,0.305,29.55,0.718,0.5,68
5.36,6.433,22.59,6.486,2.127,0.431,0.099,3.093,0.191,0.5,59
4.72,2.118,11.15,12.58,6.939,1.086,0.335,14.73,0.228,15.0,64
5.66,4.48,6.12,2.14,5.12,2.11,0.42,7.75,0.14,3.0,74
5.14,18.48,4.477,3.6,2.226,0.622,0.253,5.741,0.258,0.5,63
7.16,2.43,9.43,4.66,9.34,1.85,0.65,11.9,0.41,3.0,70
5.78,4.532,19.93,6.924,2.061,1.527,0.772,4.461,0.406,7.5,69
4.3,2.992,9.964,7.041,1.666,0.583,0.112,8.564,0.191,0.5,36
6.98,3.245,77.82,18.58,3.586,0.647,0.102,5.332,0.449,0.5,66
5.66,14.02,1.935,19.52,0.25,0.1,0.045,1.02,0.107,0.5,58
4.86,2.41,5.06,3.69,3.23,0.63,0.23,13.21,0.13,0.5,51
4.6,18.5,2.69,3.04,0.55,0.3,0.22,3.82,0.52,3.0,49
7.42,1.69,38.69,4.46,15.57,8.88,0.82,25.43,0.27,3.0,82
5.69,2.212,9.031,5.727,3.925,1.255,0.822,6.103,0.129,0.5,66
5.5,0.98,53.27,0.61,3.88,0.68,0.1,4.75,0.09,0.5,58
5.1,2.48,3.11,3.46,1.75,0.77,0.1,5.18,0.13,0.5,46
5.0,1.98,0.645,25.25,0.43,0.62,0.045,6.19,0.05,0.5,46
5.49,0.749,1.935,3.871,1.761,0.762,0.045,3.06,0.132,0.5,42
5.66,2.72,1.83,3.65,5.52,3.25,0.72,9.78,0.13,15.0,72
4.57,2.503,9.642,15.59,1.491,0.575,0.169,3.45,0.375,0.5,40
4.91,15.16,29.36,8.124,3.046,0.49,0.442,6.292,0.497,0.5,67
6.37,1.421,43.33,5.18,6.963,3.33,0.451,10.87,0.171,0.5,82
4.94,4.194,4.436,3.135,0.341,0.242,0.111,2.874,0.133,0.5,41
5.58,5.34,11.6,6.55,5.71,2.69,0.48,8.98,0.35,0.5,81
6.28,2.03,8.43,8.69,7.79,3.18,0.18,11.25,0.14,0.5,71
5.34,1.76,32.11,5.12,5.18,0.86,0.23,7.02,0.27,0.5,61
4.78,1.297,1.935,4.948,0.25,0.1,0.045,3.989,0.106,3.0,37
5.34,19.2,5.968,10.39,6.4,0.194,0.245,8.813,0.263,0.5,66
4.92,1.333,1.935,0.377,1.539,0.578,0.045,5.095,0.163,0.5,41
5.9,3.69,3.99,4.15,10.95,2.81,0.27,14.08,0.57,0.5,75
5.71,3.48,63.27,7.76,2.93,0.67,1.28,4.98,0.35,15.0,70
5.03,5.89,3.267,6.953,2.065,0.411,0.099,5.48,0.098,3.0,57
7.69,0.75,43.7,1.41,10.47,8.13,0.55,19.27,0.21,0.5,79
5.92,0.45,1.935,4.17,1.59,0.5,0.045,2.29,0.12,3.0,47
5.71,6.02,585.95,11.31,10.47,1.19,1.11,12.88,0.51,0.5,89
6.72,4.706,7.529,12.89,10.02,1.683,0.284,12.09,0.391,7.5,74
5.48,3.43,8.403,10.42,4.33,0.57,0.24,5.55,0.3,0.5,57
4.639,1.8,4.849,3.692,1.291,0.38,0.201,3.743,0.146,0.5,40
4.96,0.995,5.73,3.082,0.249,0.21,0.045,1.289,0.124,0.5,37
4.04,1.335,6.74,13.23,1.375,0.37,0.114,3.916,0.354,0.5,32
5.23,10.6,189.24,14.8,4.91,0.62,0.31,7.73,0.42,0.5,77
5.26,8.525,37.72,11.4,4.426,0.68,0.254,6.516,0.396,3.0,69
6.05,3.965,1.935,2.902,10.5,1.82,0.605,13.03,0.097,0.5,79
6.02,1.03,1.935,1.64,4.76,6.47,0.21,11.87,0.15,0.5,71
5.38,9.19,2.79,5.18,1.77,0.43,0.25,4.87,0.13,0.5,53
5.18,0.98,5.3,7.77,2.05,0.28,0.1,4.49,0.12,0.5,45
5.83,3.231,9.167,9.095,22.2,5.74,0.11,28.18,0.257,0.5,77
5.02,3.62,7.43,4.62,1.4,0.32,0.11,4.65,0.1,0.5,46
5.32,15.97,1.935,3.749,1.604,0.452,0.121,2.835,0.379,7.5,53
8.42,1.11,1.935,18.75,42.37,0.747,0.156,43.69,1.216,15.0,49
5.01,12.39,21.35,37.0,3.132,0.721,0.431,5.186,0.997,0.5,70
5.92,2.384,10.28,3.428,11.82,1.298,0.287,13.62,0.188,0.5,73
4.08,2.02,1.935,9.59,0.295,0.1,0.045,7.17,0.28,0.5,36
7.22,2.621,62.57,4.075,10.74,9.498,0.588,20.95,0.252,3.0,84
4.76,8.74,75.11,15.97,2.2,0.85,0.62,7.49,0.32,0.5,68
5.37,4.52,8.403,10.13,1.88,0.51,0.29,4.09,0.17,0.5,47
5.54,14.6,7.01,1.85,2.13,0.23,0.13,2.58,0.09,0.5,61
5.66,2.797,69.42,3.815,4.08,0.657,0.172,4.938,0.093,0.5,64
5.9,1.88,31.25,5.77,3.26,0.47,0.16,3.98,0.45,0.5,59
4.26,6.469,3.707,2.913,0.312,0.143,0.108,7.191,0.151,0.5,44
4.84,1.77,1.935,15.23,1.42,0.33,0.045,3.13,0.15,0.5,37
5.95,1.95,9.19,1.74,7.44,1.11,0.11,8.73,0.17,15.0,61
5.18,2.78,1.698,2.815,1.19,0.248,0.045,2.667,0.073,0.5,42
6.0,1.62,44.63,5.4,6.24,1.58,0.21,8.1,0.35,0.5,72
5.52,5.686,3.016,6.642,4.68,1.518,0.745,7.009,0.305,0.5,77
4.94,9.013,38.96,15.82,2.769,1.099,2.021,7.983,0.449,3.0,70
5.11,1.184,2.537,2.851,1.522,0.863,0.045,3.086,0.068,3.0,42
6.25,5.852,65.29,4.749,10.62,1.713,1.062,13.44,0.336,0.5,91
7.3,0.725,13.59,9.133,4.748,0.807,0.045,5.868,0.273,0.5,55
5.99,3.02,1.935,3.32,13.26,1.5,0.18,15.01,0.22,7.5,77
7.76,4.19,79.43,4.22,14.64,2.35,0.3,17.36,0.35,0.5,78
4.94,3.48,2.63,19.84,0.56,0.33,0.12,3.56,0.11,0.5,41
5.31,9.637,22.66,2.298,1.837,0.598,0.598,9.204,0.162,15.0,68
4.48,2.203,20.3,7.172,1.36,0.37,0.595,3.89,0.393,0.5,46
6.6,2.07,56.75,8.281,5.088,1.265,0.223,6.832,0.068,0.5,72
7.27,3.152,142.3,13.71,24.35,6.179,1.602,32.45,1.221,0.5,83
4.98,1.338,1.935,24.02,1.12,0.536,0.249,2.738,0.191,0.5,40
4.65,2.763,5.01,11.64,2.077,0.421,0.121,3.312,0.239,0.5,40
5.87,2.175,5.076,2.199,3.783,1.948,0.23,6.102,0.126,0.5,61
5.31,7.286,7.859,3.71,0.382,0.203,0.045,1.709,0.211,0.5,50
4.99,2.593,5.57,5.288,2.53,1.469,0.11,5.381,0.268,0.5,48
7.3,0.79,13.67,5.52,6.39,0.61,0.045,7.16,0.24,0.5,55
4.99,1.86,1.57,3.93,1.03,0.31,0.1,4.53,0.08,15.0,37
5.63,1.41,1.935,4.12,3.45,1.24,0.045,4.83,0.16,0.5,54
7.32,0.93,33.08,4.26,13.31,3.18,0.29,17.7,0.36,0.5,77
5.58,1.47,3.98,5.5,6.01,2.73,0.38,9.21,0.21,7.5,70
5.8,1.504,1.935,12.12,2.122,0.39,0.155,2.808,0.136,0.5,53
5.07,4.86,1.74,2.95,0.54,0.21,0.045,1.44,0.07,0.5,46
5.96,1.55,1.935,2.05,16.5,7.26,0.33,24.25,0.17,0.5,79
5.87,2.603,5.049,3.038,7.765,2.041,0.045,10.24,0.329,7.5,68
6.11,2.2,1.935,2.923,5.22,1.5,0.09,6.91,0.103,15.0,61
5.23,1.67,2.17,5.09,0.6,0.2,0.045,1.58,0.16,0.5,42
7.05,0.73,27.2,1.978,4.0,0.895,0.322,5.318,0.208,0.5,61
5.16,6.93,42.11,3.51,2.64,0.55,0.38,5.69,0.17,0.5,71
6.0,6.037,16.24,7.603,10.39,2.564,0.872,13.97,0.145,0.5,89
7.96,2.6,21.13,11.01,49.32,7.36,1.23,59.34,0.53,0.5,75
5.61,4.66,30.53,4.625,4.605,1.48,0.332,6.472,0.289,0.5,77
5.56,7.9,9.91,6.92,1.93,0.33,0.09,2.4,0.16,0.5,55
4.889,9.445,4.13,8.333,0.25,0.23,0.1,1.956,0.17,3.0,45
6.17,5.6,5.14,10.45,17.86,0.96,0.19,19.12,0.25,3.0,77
8.36,2.24,72.75,3.0,11.25,1.44,0.12,12.99,0.52,0.5,58
8.6,1.327,48.76,70.99,35.79,5.056,0.463,43.12,2.102,0.5,64
4.49,5.15,62.79,14.83,2.01,0.45,0.77,7.88,0.6,0.5,61
6.71,2.49,55.43,8.61,13.77,6.25,0.26,20.44,0.21,7.5,84
5.26,1.042,1.935,5.459,2.973,0.646,0.207,4.525,0.217,0.5,48
4.47,2.21,1.49,6.26,1.72,0.54,0.13,8.3,0.2,0.5,36
4.33,1.34,3.48,6.202,0.58,0.18,0.045,2.62,0.19,0.5,32
4.809,3.728,3.608,20.33,1.686,0.598,0.265,5.642,0.224,0.5,48
8.34,4.13,7.112,14.18,41.44,1.287,0.045,42.92,0.691,0.5,57
6.0,0.86,0.645,2.84,1.41,0.89,0.09,2.48,0.15,0.5,47
6.21,7.015,65.08,4.627,14.09,2.595,0.845,17.68,0.283,15.0,97
4.97,10.19,12.36,10.07,2.02,0.36,0.1,4.11,0.51,0.5,52
5.85,9.211,75.02,23.74,11.4,3.218,0.342,15.88,0.856,0.5,93
5.67,2.887,3.882,8.583,3.182,1.788,0.486,5.555,0.189,0.5,64
4.9,24.9,60.57,36.46,6.36,2.15,0.82,11.4,2.28,0.5,77
5.9,1.91,1.935,6.202,3.81,5.31,0.045,9.29,0.2,0.5,61
5.93,5.62,7.49,2.13,14.38,1.17,0.33,15.96,0.17,3.0,84
5.36,4.5,74.37,20.52,4.85,1.27,2.12,9.02,0.34,0.5,76
5.71,4.17,116.03,1.96,10.89,0.3,0.1,11.33,0.26,0.5,75
4.58,0.513,1.509,1.658,0.418,0.195,0.096,2.889,0.073,0.5,37
5.96,0.89,1.935,4.671,3.915,1.571,0.128,5.716,0.086,0.5,58
4.71,1.0,8.95,5.53,1.24,0.65,0.22,4.48,0.2,0.5,40
4.82,2.09,19.86,10.6,2.03,0.89,0.24,7.14,0.2,0.5,50
7.22,2.53,4.04,6.95,10.67,2.81,0.75,14.29,0.2,0.5,73
7.76,4.08,4.871,6.0,43.63,0.618,0.193,44.58,0.696,15.0,61
4.65,1.111,2.398,8.824,0.455,0.226,0.115,3.484,0.047,0.5,37
5.39,2.333,73.81,4.706,4.211,0.895,0.677,6.017,0.794,0.5,66
5.059,17.46,34.7,9.783,2.65,0.293,0.154,5.885,0.291,0.5,69
4.98,0.86,2.77,1.27,0.36,0.11,0.045,1.62,0.05,0.5,37
7.02,0.541,22.33,1.409,2.527,1.012,0.104,3.768,0.077,0.5,55
8.289,1.491,46.83,8.528,24.8,2.754,0.307,28.04,0.935,0.5,70
4.94,1.93,1.73,6.62,4.7,3.35,0.33,13.26,0.2,15.0,64
4.48,5.29,18.88,9.42,1.01,0.02,0.35,6.93,0.25,7.5,53
4.7,1.67,42.8,13.05,0.92,0.19,0.14,4.08,0.23,0.5,45
6.0,4.55,17.07,8.68,10.3,0.68,0.31,11.44,0.3,3.0,76
7.08,3.481,97.79,2.398,14.21,1.233,0.299,15.87,0.391,0.5,80
6.68,2.97,73.0,8.78,12.41,1.16,0.2,13.8,0.22,3.0,78
6.19,1.96,10.25,6.216,10.61,1.037,0.111,11.97,0.278,0.5,70
4.64,2.38,5.83,4.48,2.31,0.91,0.18,10.97,0.4,0.5,51
4.96,1.145,1.935,5.532,0.839,0.219,0.045,1.567,0.171,0.5,37
8.46,1.0,22.59,13.14,40.09,4.335,0.464,45.21,0.695,0.5,68
6.52,1.034,51.84,3.302,4.754,1.418,0.128,6.345,0.073,7.5,69
5.099,1.311,5.019,7.109,0.412,0.405,0.045,2.979,0.137,0.5,42
4.72,7.19,46.68,6.739,1.634,0.423,0.352,7.885,0.151,3.0,63
4.84,1.2,5.39,44.18,4.33,1.15,0.21,6.44,0.43,0.5,54
5.93,2.58,51.79,10.08,4.45,2.23,0.62,7.45,0.31,0.5,80
6.07,2.463,32.41,14.19,6.276,0.882,0.606,7.868,0.761,3.0,69
4.85,2.03,32.31,4.12,1.58,0.17,0.1,4.29,0.13,3.0,43
5.61,2.681,6.028,5.771,5.049,0.519,0.045,5.816,0.141,3.0,57
4.559,4.223,1.935,5.152,1.223,0.651,0.198,4.514,0.221,0.5,44
7.5,5.12,4.9,9.92,21.36,19.01,0.65,41.13,0.42,0.5,84
6.1,4.14,11.38,2.15,3.99,0.58,0.33,4.95,0.12,3.0,63
4.49,4.163,1.935,16.92,0.25,0.1,0.127,3.757,0.237,15.0,36
4.019,3.314,1.935,8.201,0.25,0.22,0.101,5.319,0.267,0.5,40
4.92,2.616,1.935,6.077,1.635,0.521,0.118,5.595,0.153,0.5,41
7.92,2.691,2.18,4.497,34.28,0.332,0.095,34.8,0.65,0.5,54
5.53,3.496,1.935,5.739,0.771,0.317,0.125,1.48,0.127,7.5,51
4.64,1.62,1.95,11.08,0.38,0.16,0.12,3.28,0.11,0.5,37
7.8,1.814,35.73,478.1,29.79,6.219,0.309,37.8,5.606,0.5,67
5.81,3.07,1.935,5.45,6.89,6.06,0.21,13.23,0.12,0.5,75
4.54,20.84,85.15,61.4,4.057,1.946,0.718,10.63,1.209,0.5,77
5.62,1.36,17.47,57.37,12.04,1.247,0.179,15.11,1.18,0.5,71
6.83,1.07,44.53,3.1,5.02,0.83,0.045,5.94,0.2,0.5,65
5.26,3.977,8.413,5.661,5.126,0.369,0.184,7.016,0.231,0.5,59
4.15,2.336,1.935,10.66,0.25,0.274,0.109,4.808,0.307,3.0,32
5.43,2.519,14.58,11.2,4.144,1.435,0.458,7.066,0.203,0.5,65
6.86,2.66,7.75,5.33,22.35,13.95,0.681,37.42,0.47,0.5,81
5.66,4.75,1.935,1.539,7.38,4.589,0.312,12.56,0.136,7.5,78
5.76,4.606,6.828,4.807,4.53,1.233,0.358,6.154,0.207,3.0,71
